Comment;Tag;
 ;O;
semalam;WAKTU;
 ;O;
lho;O;
 ;O;
9/19/2023;WAKTU;
;;O
 ;O;
02:54:36;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
pak;O;
 ;O;
iki;O;
 ;O;
pak;O;
 ;O;
sedinoan;WAKTU;
 ;O;
mandekkk;KELUHAN;
 ;O;
mengomong;O;
 ;O;
onok;O;
 ;O;
pengerjaan;O;
 ;O;
mosok;O;
 ;O;
seharian;WAKTU;
 ;O;
9/19/2023;WAKTU;
;;O
 ;O;
04:03:47;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
direspon;O;
 ;O;
dong;O;
 ;O;
air;O;
 ;O;
mati;KELUHAN;
 ;O;
konfirmasi;O;
 ;O;
bagaimana;O;
 ;O;
sekarang;O;
 ;O;
enggak;O;
 ;O;
menetes;O;
 ;O;
sama;O;
 ;O;
sekali;O;
 ;O;
9/19/2023;WAKTU;
;;O
 ;O;
04:11:43;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
daerah;WILAYAH;
 ;O;
manukannn;WILAYAH;
 ;O;
bagaimana;O;
 ;O;
semalam;WAKTU;
 ;O;
lho;O;
 ;O;
9/19/2023;WAKTU;
;;O
 ;O;
05:15:37;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
keluardari;O;
 ;O;
shubuh;WAKTU;
 ;O;
loh;O;
 ;O;
9/19/2023;WAKTU;
;;O
 ;O;
05:33:24;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
yuhu;O;
 ;O;
manukan;WILAYAH;
 ;O;
wetan;WILAYAH;
 ;O;
mandi;O;
 ;O;
plis;O;
 ;O;
9/19/2023;WAKTU;
;;O
 ;O;
05:44:18;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
enggak;O;
 ;O;
air;O;
 ;O;
enggak;O;
 ;O;
bahaya;KELUHAN;
 ;O;
ta;O;
 ;O;
9/19/2023;WAKTU;
;;O
 ;O;
05:59:31;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
bagaimana;O;
 ;O;
pak;O;
 ;O;
manukan;WILAYAH;
 ;O;
nyala;O;
 ;O;
airnya;O;
 ;O;
9/19/2023;WAKTU;
;;O
 ;O;
08:38:11;WAKTU;
 ;;
PM;WAKTU;
 ;O;
tambak;WILAYAH;
 ;O;
wedi;WILAYAH;
 ;O;
sejahtera;O;
 ;O;
kok;O;
 ;O;
banyu;O;
 ;O;
e;O;
 ;O;
mati;KELUHAN;
 ;O;
min;O;
 ;O;
opo;O;
